,Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Type,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
3083,lenovo,349.5,other,"Touch ID, 10/100 LAN Card, Wi-Fi, Backlit Keyboard, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 7th generation,3.1,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,14.0,5.98
3086,hp,509.5,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi,  Fingerprint Reader",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",we are hp authorized reseller . it is factory certified refurbished unit and comes with 1 year allstate warranty.,amd,amd ryzen 7 5825u,4.5,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,512.0,9.07658618216591,16.0
3088,lenovo,25.5,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Rugged, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel celeron n2940 1.83ghz quad,1.83,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,4.0
3089,hp,35.0,silver,"Bluetooth, Wi-Fi, Built-in Webcam",Undefined,Undefined,undefined,amd,intel pentium silver,1.1,notebook/laptop,1366.0,768.0,chrome,ssd,64.0,64.0,14.0,4.0
3090,dell,484.0,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,2000.0,14.0,5.98
3091,dell,889.0,silver,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel core i7 13th generation,5.0,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,512.0,14.0,16.0
3092,dell,150.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","refurbished dell d630 latitude laptop, installed with windows xp pro. in good overall physical and working condition. no more wobbly screen as this laptop computer has new tight hinges installed as well as a high quality skin applied. this laptop is complete and nothing else is needed for you to get started!!",other,intel core 2 duo,2.0,notebook/laptop,779.2421706908917,447.94931867081044,windows,hdd/ssd,80.0,205.95,14.1,3.0
3094,asus,72.8,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
3095,dell,326.2,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
3096,dell,422.0,other,"Touchscreen, 10/100 LAN Card, Bluetooth, Backlit Keyboard, Webcam integrated, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,12.5,5.98
3097,hp,255.0,pink,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel celeron,1.1,notebook/laptop,779.2421706908917,447.94931867081044,windows,emmc,64.0,64.0,14.0,5.98
3098,asus,113.9,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
3099,acer,55.0,silver,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel celeron n,1.6,notebook/laptop,779.2421706908917,447.94931867081044,chrome,emmc,98.89,32.0,14.0,4.0
3100,dell,35.0,black,No specifications,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel core i5 5th generation,2.3,notebook/laptop,1366.0,768.0,unknown,ssd,128.0,128.0,12.5,8.0
3102,hp,135.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","this laptop is in great condition, perfect to use and reliable , some minor scratches but in good shape.",other,intel core i3 8th generation,2.1,other,779.2421706908917,447.94931867081044,windows,ssd,16.0,205.95,14.0,16.0
3103,dell,100.0,black,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","windows 10 dell laptop in good condition, tested, cleaned, and imaged, and in fully working condition. this dell laptop (3190) was used before and will show normal signs of use and handling. the lcd is not broken and the laptop 3190 can still be used, the lcd may have small scratches that are common with opening and closing of these dell laptops.",other,i7 7th,2.8,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,64.0,14.0,16.0
3104,samsung,120.0,gray,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron n,1.1861742242409754,notebook/laptop,1366.0,768.0,chrome,other,16.0,16.0,11.6,4.0
3105,dell,570.0,multicolor,No specifications,Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","laptop is in perfect new condition, comes with original power adapter and box.",other,intel core i5 13th generation,1.3,notebook/laptop,1920.0,1200.0,windows,ssd,98.89,512.0,16.0,8.0
